account_id,account_name,account_type,industry,geography,country,region,company_size,employee_band,revenue_band,buyer_persona_primary,buyer_persona_secondary,account_tier,current_customer_flag,strategic_account_flag,digital_maturity_score,data_intensity_score,propensity_score,sales_coverage_flag,owner_type
A0303,BluePeak Analytics 303,Prospect,Healthcare,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,82,81,77,Uncovered,No Owner
A0304,Vertex Global 304,Prospect,Manufacturing,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,75,77,68,Covered,Hunter
A0305,Meridian Insights 305,Prospect,Healthcare,Europe,Sweden,Nordics,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,54,84,72,Uncovered,No Owner
A0306,Atlas Labs 306,Customer,Manufacturing,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,Yes,No,60,72,80,Uncovered,No Owner
A0307,Evergreen Advisory 307,Prospect,Healthcare,APAC,Japan,Japan,Strategic,10000+,$5B+,CRO,CFO,Tier 1,No,Yes,56,67,74,Covered,Hunter
A0308,Evergreen Networks 308,Customer,Manufacturing,North America,United States,US West,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,Yes,Yes,67,71,54,Covered,Farmer
A0309,Clearview Systems 309,Prospect,Technology,North America,United States,US East,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,No,Yes,51,86,82,Covered,Hunter
A0310,Vertex Enterprises 310,Customer,Manufacturing,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,Yes,No,67,77,79,Covered,Farmer
A0311,Catalyst Solutions 311,Prospect,Financial Services,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,73,70,67,Covered,Hunter
A0312,Nova Insights 312,Customer,Technology,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,83,67,61,Covered,Farmer
A0313,Nexus Solutions 313,Prospect,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,61,75,72,Uncovered,No Owner
A0314,Trinity Holdings 314,Prospect,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,No,85,69,80,Covered,Hunter
A0315,Northstar Systems 315,Customer,Technology,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,91,99,96,Covered,Farmer
A0316,Trinity Holdings 316,Customer,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,Yes,70,75,69,Covered,Farmer
A0317,Pioneer Manufacturing 317,Customer,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,58,91,70,Uncovered,No Owner
A0318,Pioneer Capital 318,Customer,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,66,70,76,Covered,Farmer
A0319,Sterling Solutions 319,Customer,Manufacturing,North America,United States,US East,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,Yes,Yes,69,56,68,Uncovered,No Owner
A0320,Frontier Partners 320,Customer,Technology,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,Yes,No,87,86,75,Covered,Farmer
A0321,Nova Data 321,Customer,Healthcare,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,93,66,83,Covered,Farmer
A0322,Pioneer Networks 322,Prospect,Healthcare,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,60,75,51,Covered,Hunter
A0323,Orion Solutions 323,Prospect,Financial Services,North America,United States,US East,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,No,Yes,84,70,84,Uncovered,No Owner
A0324,Horizon Technologies 324,Customer,Technology,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,80,80,78,Covered,Farmer
A0325,Northstar Capital 325,Prospect,Technology,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,87,76,86,Uncovered,No Owner
A0326,Quantum Enterprises 326,Prospect,Financial Services,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,75,94,86,Uncovered,No Owner
A0327,Evergreen Global 327,Prospect,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,88,85,68,Covered,Hunter
A0328,Vertex Holdings 328,Prospect,Manufacturing,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,63,86,82,Covered,Hunter
A0329,Apex Industries 329,Prospect,Healthcare,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,Yes,52,83,77,Covered,Hunter
A0330,Trinity Global 330,Prospect,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,62,77,57,Uncovered,No Owner
A0331,Clearview Technologies 331,Prospect,Financial Services,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,65,91,77,Covered,Hunter
A0332,Meridian Ventures 332,Prospect,Manufacturing,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,56,70,70,Covered,Hunter
A0333,Orion Labs 333,Customer,Healthcare,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,57,84,73,Uncovered,No Owner
A0334,Quantum Networks 334,Prospect,Technology,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,86,75,98,Uncovered,No Owner
A0335,Atlas Insights 335,Prospect,Technology,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,Yes,75,77,86,Covered,Hunter
A0336,Trinity Manufacturing 336,Customer,Financial Services,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,74,94,66,Uncovered,No Owner
A0337,Frontier Global 337,Customer,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,74,66,63,Covered,Farmer
A0338,BluePeak Ventures 338,Prospect,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,75,86,74,Uncovered,No Owner
A0339,Frontier Ventures 339,Prospect,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,77,82,70,Covered,Hunter
A0340,Frontier Group 340,Prospect,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,70,77,84,Uncovered,No Owner
A0341,Horizon Labs 341,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,55,81,64,Covered,Hunter
A0342,Atlas Data 342,Prospect,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,53,54,32,Uncovered,No Owner
A0343,Atlas Systems 343,Customer,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,82,86,77,Uncovered,No Owner
A0344,Crescent Partners 344,Prospect,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,84,80,85,Uncovered,No Owner
A0345,BluePeak Data 345,Customer,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,No,68,91,63,Covered,Farmer
A0346,Crescent Capital 346,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,90,85,60,Uncovered,No Owner
A0347,Vertex Digital 347,Prospect,Healthcare,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,80,87,75,Covered,Hunter
A0348,Northstar Labs 348,Customer,Technology,APAC,India,India,Strategic,10000+,$5B+,Product,CRO,Tier 1,Yes,Yes,68,97,88,Covered,Farmer
A0349,Horizon Ventures 349,Prospect,Healthcare,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,75,97,83,Covered,Hunter
A0350,Pioneer Industries 350,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,82,83,76,Covered,Hunter
A0351,Atlas Manufacturing 351,Prospect,Healthcare,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,49,77,70,Covered,Hunter
A0352,Crescent Global 352,Customer,Financial Services,Europe,Sweden,Nordics,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,Yes,Yes,88,72,74,Covered,Farmer
A0353,Catalyst Enterprises 353,Prospect,Technology,North America,United States,US West,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,65,99,65,Covered,Hunter
A0354,Vertex Holdings 354,Customer,Manufacturing,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,Yes,No,67,60,55,Covered,Farmer
A0355,Nova Partners 355,Prospect,Healthcare,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,75,95,73,Covered,Hunter
A0356,Frontier Holdings 356,Prospect,Technology,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,82,71,80,Covered,Hunter
A0357,BluePeak Industries 357,Customer,Healthcare,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,Yes,84,81,87,Covered,Farmer
A0358,Evergreen Global 358,Customer,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,75,73,72,Covered,Farmer
A0359,Clearview Labs 359,Prospect,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,64,76,75,Uncovered,No Owner
A0360,Clearview Data 360,Prospect,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,87,79,66,Uncovered,No Owner
A0361,Meridian Manufacturing 361,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,Yes,89,80,69,Covered,Hunter
A0362,Crescent Holdings 362,Customer,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,84,73,78,Covered,Farmer
A0363,Quantum Manufacturing 363,Customer,Financial Services,North America,United States,US West,Strategic,10000+,$5B+,Product,Strategy,Tier 1,Yes,Yes,69,86,72,Covered,Farmer
A0364,Crescent Capital 364,Customer,Financial Services,North America,United States,US West,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,Yes,Yes,72,91,63,Covered,Farmer
A0365,Quantum Holdings 365,Customer,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,57,79,72,Uncovered,No Owner
A0366,Catalyst Global 366,Customer,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,62,76,61,Uncovered,No Owner
A0367,Frontier Partners 367,Prospect,Financial Services,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Product,Strategy,Tier 3,No,No,90,86,90,Covered,Hunter
A0368,Catalyst Digital 368,Customer,Manufacturing,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,50,67,77,Uncovered,No Owner
A0369,Nexus Industries 369,Prospect,Financial Services,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,71,99,75,Covered,Hunter
A0370,Clearview Systems 370,Customer,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,75,83,93,Covered,Farmer
A0371,Vertex Manufacturing 371,Prospect,Manufacturing,Europe,United Kingdom,UKI,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,No,Yes,79,48,56,Uncovered,No Owner
A0372,Vertex Group 372,Prospect,Manufacturing,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,68,68,55,Uncovered,No Owner
A0373,Quantum Systems 373,Prospect,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,79,87,79,Covered,Hunter
A0374,Atlas Industries 374,Prospect,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,81,99,66,Covered,Hunter
A0375,Summit Global 375,Prospect,Healthcare,Middle East,United Arab Emirates,UAE,Strategic,10000+,$5B+,CFO,Product,Tier 1,No,Yes,63,67,54,Uncovered,No Owner
A0376,Clearview Advisory 376,Customer,Manufacturing,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Product,CRO,Tier 1,Yes,Yes,73,83,68,Covered,Farmer
A0377,Summit Solutions 377,Prospect,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,65,84,80,Uncovered,No Owner
A0378,BluePeak Analytics 378,Prospect,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,61,77,63,Covered,Hunter
A0379,Meridian Advisory 379,Customer,Financial Services,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,73,69,78,Covered,Farmer
A0380,Quantum Group 380,Customer,Financial Services,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,83,94,98,Uncovered,No Owner
A0381,Vertex Capital 381,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,65,68,57,Covered,Hunter
A0382,Horizon Industries 382,Prospect,Healthcare,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,75,76,79,Uncovered,No Owner
A0383,Frontier Group 383,Prospect,Technology,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,87,99,98,Covered,Hunter
A0384,Orion Digital 384,Prospect,Financial Services,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Product,CFO,Tier 1,No,Yes,77,95,78,Covered,Hunter
A0385,Northstar Analytics 385,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,68,93,67,Uncovered,No Owner
A0386,Meridian Advisory 386,Prospect,Financial Services,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,53,77,61,Uncovered,No Owner
A0387,Horizon Technologies 387,Customer,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,No,35,75,56,Covered,Farmer
A0388,Frontier Systems 388,Prospect,Manufacturing,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,73,79,69,Uncovered,No Owner
A0389,Evergreen Labs 389,Prospect,Healthcare,North America,United States,US East,Strategic,10000+,$5B+,Strategy,CFO,Tier 1,No,Yes,35,88,65,Covered,Hunter
A0390,Horizon Ventures 390,Customer,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,70,87,80,Covered,Farmer
A0391,Summit Manufacturing 391,Prospect,Manufacturing,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,56,66,58,Uncovered,No Owner
A0392,Sterling Analytics 392,Customer,Financial Services,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,80,78,66,Uncovered,No Owner
A0393,Northstar Insights 393,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,73,79,84,Covered,Hunter
A0394,Orion Industries 394,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,61,99,86,Covered,Hunter
A0395,Atlas Data 395,Prospect,Technology,Middle East,Qatar,GCC,Strategic,10000+,$5B+,Product,CRO,Tier 1,No,Yes,99,70,71,Covered,Hunter
A0396,Northstar Data 396,Prospect,Healthcare,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,61,66,57,Covered,Hunter
A0397,BluePeak Industries 397,Prospect,Financial Services,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,83,91,96,Covered,Hunter
A0398,Horizon Capital 398,Prospect,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,72,55,70,Uncovered,No Owner
A0399,Frontier Advisory 399,Prospect,Financial Services,North America,Canada,Canada,Strategic,10000+,$5B+,Product,CFO,Tier 1,No,Yes,74,82,61,Covered,Hunter
A0400,Orion Holdings 400,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,87,76,67,Covered,Hunter
A0401,BluePeak Networks 401,Prospect,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,56,87,66,Covered,Hunter
A0402,Evergreen Enterprises 402,Customer,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,56,68,54,Covered,Farmer
A0403,Pioneer Industries 403,Customer,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,58,47,37,Covered,Farmer
A0404,Evergreen Industries 404,Prospect,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,82,70,79,Uncovered,No Owner
A0405,Sterling Capital 405,Customer,Healthcare,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,Yes,No,59,72,53,Covered,Farmer
A0406,Sterling Advisory 406,Customer,Financial Services,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,51,89,90,Covered,Farmer
A0407,Vertex Labs 407,Prospect,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,36,80,64,Uncovered,No Owner
A0408,Atlas Solutions 408,Customer,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,74,77,73,Uncovered,No Owner
A0409,Evergreen Partners 409,Customer,Healthcare,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,Yes,No,55,70,81,Uncovered,No Owner
A0410,Summit Global 410,Prospect,Manufacturing,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,61,84,67,Uncovered,No Owner
A0411,Atlas Health 411,Customer,Healthcare,North America,Canada,Canada,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,Yes,Yes,64,86,56,Covered,Farmer
A0412,Atlas Digital 412,Customer,Manufacturing,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,61,58,71,Covered,Farmer
A0413,Apex Advisory 413,Customer,Financial Services,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,94,73,89,Covered,Farmer
A0414,BluePeak Ventures 414,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,63,77,72,Uncovered,No Owner
A0415,Frontier Enterprises 415,Prospect,Healthcare,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,77,75,51,Uncovered,No Owner
A0416,BluePeak Data 416,Prospect,Manufacturing,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,57,55,56,Uncovered,No Owner
A0417,Crescent Digital 417,Customer,Manufacturing,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,86,69,66,Uncovered,No Owner
A0418,Quantum Analytics 418,Prospect,Manufacturing,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,59,67,40,Covered,Hunter
A0419,Summit Health 419,Prospect,Financial Services,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,78,71,78,Uncovered,No Owner
A0420,Pioneer Advisory 420,Prospect,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,81,94,87,Covered,Hunter
A0421,Clearview Networks 421,Prospect,Healthcare,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,86,74,91,Covered,Hunter
A0422,Atlas Holdings 422,Customer,Financial Services,Europe,Sweden,Nordics,Strategic,10000+,$5B+,CFO,Product,Tier 1,Yes,Yes,65,67,68,Uncovered,No Owner
A0423,Quantum Digital 423,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,74,92,77,Covered,Hunter
A0424,Quantum Advisory 424,Customer,Healthcare,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,70,82,65,Covered,Farmer
A0425,Sterling Digital 425,Prospect,Manufacturing,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,49,69,67,Uncovered,No Owner
A0426,Crescent Global 426,Customer,Financial Services,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,64,86,74,Covered,Farmer
A0427,Horizon Enterprises 427,Prospect,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,75,81,67,Uncovered,No Owner
A0428,Clearview Digital 428,Prospect,Healthcare,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,55,49,57,Covered,Hunter
A0429,Northstar Technologies 429,Prospect,Healthcare,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,76,92,92,Uncovered,No Owner
A0430,Summit Systems 430,Customer,Manufacturing,North America,Canada,Canada,Strategic,10000+,$5B+,Product,CFO,Tier 1,Yes,Yes,86,57,74,Covered,Farmer
A0431,Apex Partners 431,Customer,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,63,73,81,Uncovered,No Owner
A0432,BluePeak Capital 432,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,81,89,69,Uncovered,No Owner
A0433,Nova Partners 433,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,Yes,55,86,62,Covered,Hunter
A0434,Vertex Manufacturing 434,Prospect,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,99,89,96,Covered,Hunter
A0435,Horizon Group 435,Prospect,Technology,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,99,64,58,Uncovered,No Owner
A0436,Apex Solutions 436,Prospect,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,52,95,65,Covered,Hunter
A0437,Summit Capital 437,Customer,Financial Services,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,63,73,81,Covered,Farmer
A0438,Horizon Capital 438,Prospect,Manufacturing,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,48,58,59,Covered,Hunter
A0439,Orion Holdings 439,Prospect,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,81,77,71,Covered,Hunter
A0440,Vertex Networks 440,Prospect,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,46,60,53,Uncovered,No Owner
A0441,Apex Digital 441,Prospect,Financial Services,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,Yes,89,81,68,Uncovered,No Owner
A0442,Trinity Systems 442,Prospect,Technology,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,66,91,83,Uncovered,No Owner
A0443,Catalyst Insights 443,Customer,Manufacturing,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,75,73,87,Uncovered,No Owner
A0444,Horizon Group 444,Prospect,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,65,53,53,Covered,Hunter
A0445,Vertex Systems 445,Prospect,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,70,59,66,Uncovered,No Owner
A0446,Northstar Industries 446,Customer,Manufacturing,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,45,61,59,Covered,Farmer
A0447,Frontier Data 447,Customer,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,74,55,52,Uncovered,No Owner
A0448,Horizon Capital 448,Prospect,Financial Services,North America,United States,US East,Strategic,10000+,$5B+,CFO,Product,Tier 1,No,Yes,95,89,96,Uncovered,No Owner
A0449,BluePeak Networks 449,Customer,Financial Services,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,Yes,No,44,95,68,Uncovered,No Owner
A0450,Northstar Digital 450,Prospect,Financial Services,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,61,97,79,Uncovered,No Owner
A0451,Meridian Technologies 451,Customer,Financial Services,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,67,73,62,Covered,Farmer
A0452,Nexus Labs 452,Customer,Financial Services,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,Yes,50,86,74,Covered,Farmer
A0453,Frontier Enterprises 453,Prospect,Technology,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,79,82,68,Covered,Hunter
A0454,Meridian Global 454,Customer,Technology,Middle East,Saudi Arabia,Saudi Arabia,Strategic,10000+,$5B+,CFO,CRO,Tier 1,Yes,Yes,89,92,98,Covered,Farmer
